MAKHACHHANG,PHUONGXA,QUANHUYEN,LOAIDICHVU,LOAIKHACHHANG,SODICHVU,SOLANBAOHONG,SOLANGOIKIEMBAOHONG,SOLANBAOHONGHAILONG,SOLANBAOHONGKHONGHAILONG,KHAOSATLAPMOI,KHAOSATLAPMOIHAILONG,KHAOSATLAPMOIKHONGHAILONG,SOLANCHAMSOC,SOLANTAMNGUNG,SOTHANGSUDUNGDICHVU,GIADICHVU,KHONGPHATSINHLUULUONG,HINHTHUCTHANHTOAN,DIEMTINNHIEM
654579,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
658015,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,68182,1,0,72
653799,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
654197,Phường Bình Thuỷ,BTY,MyTV,0,3,0,0,0,0,0,0,0,2,0,5,50000,0,0,66
584121,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
589596,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,5,0,70
589916,Phường An Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,0,0,72
595957,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72
654180,Phường Thường Thạnh,CRG,Fiber,0,3,0,0,0,0,0,0,0,0,0,5,154545,0,0,72
616326,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,72
587227,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,0,1,72
656201,Phường Thới Bình,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72
640789,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,1,0,72
589073,Phường Tân Phú,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,40
656644,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,1,0,1,0,5,57000,1,1,72
655120,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,3,0,72
589303,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,2,0,72
661030,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,1,72
660200,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,2,0,61
595995,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,6,0,72
609287,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,11,0,72
660230,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,4,0,72
587818,Phường Phước Thới,OMN,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,50000,0,0,72
658228,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72
588319,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,1,0,1,0,0,6,81818,3,0,72
584969,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
584971,Phường An Phú,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,37
585014,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,82000,7,0,60
585117,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,0,0,0,3,0,7,81818,1,0,72
585389,Phường Lê Bình,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,4,1,40
585421,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,7,50000,1,0,40
585449,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,1,0,1,0,7,81818,0,0,66
585721,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,4,0,72
589213,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72
674450,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,66
667608,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,50000,0,1,59
672776,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,66
663096,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,72
664737,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,3,50000,5,0,72
669271,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,0,1,66
664655,Phường Thới Thuận,TNT,Fiber,0,5,0,0,0,0,1,0,1,1,0,4,154545,0,0,72
673540,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,66
674718,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,64
666675,Xã Thới Đông,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,81818,0,0,72
673383,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,50000,0,0,72
665549,Phường Hưng Phú,CRG,MyTV,1,4,0,0,0,0,1,0,1,0,0,3,68182,4,0,80
668685,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,81818,1,0,72
668922,Phường Lê Bình,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,68182,0,0,72
667937,Phường Thới Thuận,TNT,Fiber,1,5,0,0,0,0,1,0,1,2,0,2,545454,0,1,80
673950,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,72
673900,Xã Trung Thạnh,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,68182,0,0,72
665512,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,3,50000,1,0,72
665610,Phường Thường Thạnh,CRG,MyTV,0,4,0,0,0,0,1,0,1,2,0,3,68182,1,0,72
673109,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72
664447,Phường Bùi Hữu Nghĩa,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,3,1,72
672648,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,68182,0,1,72
669951,Xã Thạnh Quới,VTA,MyTV,0,2,1,1,0,1,1,0,1,0,0,2,81818,2,0,61
672736,Phường Xuân Khánh,NKU,Fiber,1,3,0,0,0,0,0,0,0,0,0,1,172727,0,0,96
673106,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72
672652,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,68182,0,0,72
674734,Phường Thới An Đông,BTY,MyTV,0,3,0,0,0,0,0,0,0,2,0,0,81818,0,0,72
670503,Phường Xuân Khánh,NKU,Fiber,1,12,0,0,0,0,1,0,1,0,0,2,154545,0,0,80
673287,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,70
670465,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,0,0,72
662887,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,81818,4,0,72
669743,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,81818,0,0,66
671808,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,81818,0,0,61
662337,Phường Hưng Phú,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,50000,1,1,72
674789,Phường Xuân Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,72
664862,Phường An Cư,NKU,MyTV,0,5,0,0,0,0,0,0,0,0,0,3,50000,5,0,72
668244,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,68182,0,0,72
668961,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,36363,1,0,72
673557,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,49
664266,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,72
675007,Phường Tân Lộc,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,0,50000,0,0,72
667987,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,81818,2,0,72
674960,Phường Tân Lộc,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,0,36363,0,0,72
673790,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,81818,0,0,72
667227,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,50000,0,0,70
672606,Xã Thới Hưng,CDO,MyTV,0,5,0,0,0,0,0,0,0,0,0,1,36363,0,0,72
662974,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,3,0,66
666786,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,68182,0,0,64
589785,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,0,0,72
657082,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,81818,7,0,72
599683,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,72
589022,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,1,0,64
653737,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,81818,0,0,72
653918,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,59
585280,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40
655700,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,81818,0,0,72
655406,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,7,0,72
589076,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,5,1,72
654740,Phường Trà Nóc,BTY,MyTV,1,7,0,0,0,0,0,0,0,5,0,5,50000,8,0,96
589395,Xã Trung Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,70
658408,Phường An Phú,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,50000,3,0,72
658422,Phường Hưng Phú,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,36363,0,0,72
589853,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,60
590105,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,0,71
585108,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,68182,4,0,66
588914,Phường An Cư,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,72
658707,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72
658704,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,72
585790,Phường Bình Thuỷ,BTY,Fiber,1,5,0,0,0,0,1,0,1,0,0,7,236363,0,0,64
589222,Phường Trung Kiên,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,36363,1,0,72
588867,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,2,1,72
589619,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,5,0,72
660515,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,1,0,72
588186,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,6,50000,6,0,72
658213,Phường Lê Bình,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,68182,2,0,72
583997,Phường Long Hoà,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
585019,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,7,50000,0,1,72
584998,Phường Hưng Lợi,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,7,50000,0,0,72
592439,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,70
587785,Thị Trấn Phong Điền,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,50000,0,0,61
658857,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,1,0,66
653787,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,1,64
656788,Xã Trung Hưng,CDO,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,36363,1,0,60
646758,Phường Trung Kiên,TNT,Fiber,1,34,0,0,0,0,0,0,0,0,0,6,154545,0,0,80
659674,TT Vĩnh Thạnh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,7,0,72
653999,Phường An Cư,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,66
587631,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,72
657735,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
621391,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,7,0,72
660561,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,3,0,60
640729,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,1,0,72
659209,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,0,0,72
599675,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,5,0,72
656671,Phường Bình Thuỷ,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,7,0,72
589569,Xã Xuân Thắng,TLI,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,58
589101,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,7,1,64
592441,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72
599689,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,81818,0,0,72
655490,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,81818,4,1,58
657037,Phường Trà An,BTY,MyTV,0,3,0,0,0,0,1,0,1,1,0,5,50000,1,1,70
584948,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,50000,3,0,72
657431,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72
660661,Phường Thới Hòa,OMN,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,81818,5,0,72
590127,Phường Trà Nóc,BTY,MyTV,0,3,0,0,0,0,0,0,0,3,0,6,50000,1,0,64
654672,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,81818,4,0,67
657055,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,2,0,64
657034,TT Cờ Đỏ,CDO,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,81818,1,0,64
661067,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,61
659677,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,81818,1,1,72
655452,Phường An Khánh,NKU,MyTV,0,4,0,0,0,0,1,0,1,1,0,5,50000,1,1,72
660701,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,72
586047,Xã Thới Tân,TLI,MyTV,0,2,0,0,0,0,1,0,1,5,0,7,81818,5,0,66
583560,Phường An Khánh,NKU,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
610505,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72
587315,Phường Trường Lạc,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
587334,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,81818,7,0,72
588887,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72
585641,Phường Thường Thạnh,CRG,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
584919,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,3,0,59
584116,Phường Xuân Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,5,0,40
584212,Phường Long Tuyền,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,172727,0,0,40
584228,Phường An Nghiệp,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
587914,Xã Trường Long,PDN,MyTV,0,3,0,0,0,0,0,0,0,2,0,7,50000,0,0,72
586682,Phường An Cư,NKU,MyTV,1,8,0,0,0,0,1,0,1,0,0,7,50000,1,0,96
666677,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,3,0,72
673554,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,81818,0,1,60
669246,Phường Thạnh Hoà,TNT,MyTV,0,2,0,0,0,0,1,0,1,3,0,2,50000,0,0,72
673503,Phường Xuân Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,50000,0,0,72
668725,Phường Trà An,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,50000,0,1,72
662931,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,81818,5,0,72
664829,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,3,50000,0,0,58
663063,Phường Lê Bình,CRG,Fiber,1,5,0,0,0,0,0,0,0,0,0,4,154545,0,0,80
665944,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,1,0,1,5,0,3,50000,1,0,70
667127,Phường Trung Kiên,TNT,MyTV,0,3,0,0,0,0,1,0,1,0,0,3,50000,1,0,65
663209,Phường An Khánh,NKU,MyTV,0,4,0,0,0,0,0,0,0,0,0,4,50000,0,0,72
674911,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,0,50000,0,0,70
668562,Phường Tân An,NKU,MyTV,0,4,0,0,0,0,1,0,1,0,0,2,81818,0,0,66
662990,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,4,0,59
666442,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,50000,0,0,72
667915,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,2,50000,1,0,66
672654,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72
663384,Xã Nhơn Nghĩa,PDN,MyTV,1,3,0,0,0,0,1,0,1,0,0,4,50000,0,0,78
664923,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,3,50000,1,1,72
663173,Phường Trà An,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,81818,4,0,66
662988,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,57000,5,0,72
669106,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,70
673836,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,81818,0,0,59
663193,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,1,1,72
665155,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,1,0,70
673890,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,3,0,1,50000,0,0,70
668651,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,2,0,2,81818,0,0,72
665987,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,50000,0,0,64
663055,Xã Trung Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,3,0,4,50000,0,0,72
673985,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,2,0,1,36363,0,0,72
669444,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,2,50000,2,0,72
665652,Phường Thới Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,3,50000,0,1,72
663026,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,72
662794,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,72
665529,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,0,0,72
668079,Phường Châu Văn Liêm,OMN,MyTV,0,4,0,0,0,0,0,0,0,0,0,2,50000,0,0,72
667049,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,0,0,60
664797,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,81818,5,0,72
667090,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,0,1,66
673453,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,36363,0,0,72
671890,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,70
665004,Phường Tân Phú,CRG,MyTV,0,4,0,0,0,0,0,0,0,1,0,3,50000,3,1,58
671382,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,1,60
673931,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,50000,0,0,72
674748,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,0,68182,0,0,61
671132,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,72
671453,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,68182,1,0,72
662343,Xã Thạnh Lợi,VTA,MyTV,0,3,0,0,0,0,0,0,0,1,0,4,50000,0,0,72
662894,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,1,0,72
670167,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,50000,0,1,57
673100,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,50000,0,0,72
673490,Phường Trung Kiên,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,36363,0,0,72
671741,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,50000,0,0,72
672962,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,50000,0,1,72
672885,Xã Thạnh An,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,81818,0,0,72
673878,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,66
672800,Phường Long Hưng,OMN,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,68182,0,0,64
674024,Phường Tân An,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,68182,0,0,72
668400,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,81818,0,0,72
669829,Phường Thới An,OMN,MyTV,0,3,0,0,0,0,0,0,0,1,0,2,81818,0,0,72
667155,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,0,0,72
673967,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,36363,0,0,72
667591,Phường Cái Khế,NKU,Fiber,1,6,0,0,0,0,1,0,1,0,0,3,209091,0,1,69
669639,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,1,0,1,2,0,2,50000,0,0,72
668755,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,72
664535,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,1,0,66
665002,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,3,50000,0,0,72
668595,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,1,0,1,1,0,2,50000,2,1,32
675072,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,3,0,0,36363,0,0,66
666098,Phường Cái Khế,NKU,Fiber,1,5,0,0,0,0,0,0,0,0,0,1,420000,0,0,68
675507,Phường Hưng Lợi,NKU,MyTV,0,4,0,0,0,0,0,0,0,0,0,0,50000,0,0,72
585228,Phường Tân An,NKU,Fiber,1,10,0,0,0,0,0,0,0,0,0,1,3000000,0,0,70
589834,Xã Mỹ Khánh,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,2,50000,0,0,72
675488,Phường Tân An,NKU,MyTV,1,11,0,0,0,0,0,0,0,1,0,0,50000,0,0,96
586625,Xã Trường Long,PDN,Fiber,1,10,0,0,0,0,0,0,0,0,0,2,3000000,0,1,70
675372,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,0,36363,0,0,72
659947,Xã Mỹ Khánh,PDN,MyTV,0,3,0,0,0,0,0,0,0,1,0,3,50000,0,0,72
587916,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,50000,0,1,72
675135,Phường Long Hoà,BTY,MyTV,1,5,0,0,0,0,0,0,0,0,0,0,36363,0,0,96
659997,Phường An Thới,BTY,MyTV,0,2,1,0,0,0,0,0,0,1,0,4,81818,0,0,72
584872,Phường Hưng Lợi,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,50000,2,0,59
587836,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,2,0,7,81818,0,0,72
589585,Phường Phú Thứ,CRG,MyTV,0,4,0,0,0,0,0,0,0,0,0,6,50000,3,0,72
661070,Xã Nhơn ái,PDN,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,50000,0,0,72
659737,Phường Bình Thuỷ,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,1,0,72
659659,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,81818,0,0,72
592551,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72
