MAKHACHHANG,PHUONGXA,QUANHUYEN,LOAIDICHVU,LOAIKHACHHANG,SODICHVU,SOLANBAOHONG,SOLANGOIKIEMBAOHONG,SOLANBAOHONGHAILONG,SOLANBAOHONGKHONGHAILONG,KHAOSATLAPMOI,KHAOSATLAPMOIHAILONG,KHAOSATLAPMOIKHONGHAILONG,SOLANCHAMSOC,SOLANTAMNGUNG,SOTHANGSUDUNGDICHVU,GIADICHVU,KHONGPHATSINHLUULUONG,HINHTHUCTHANHTOAN,DIEMTINNHIEM,THANHLY
657956,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,81818,2,0,72,0
658538,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
654724,Phường An Cư,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
657765,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,5,0,72,0
585540,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,81818,5,0,32,0
654580,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
658010,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,81818,0,0,72,0
660791,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,1,0,72,0
599851,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,1,6,50000,0,0,52,0
589862,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,1,0,72,0
658576,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,1,66,0
654495,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,81818,3,0,64,0
657905,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,1,0,72,0
659189,Xã Tân Thới,PDN,MyTV,0,3,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
586161,Phường Thới Bình,NKU,Fiber,1,4,0,0,0,0,1,0,1,0,0,7,236363,0,0,64,0
658106,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,3,0,5,50000,0,0,72,0
660700,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
656065,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,4,0,70,0
588954,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,7,0,72,0
660470,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,70,0
655721,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,62,0
627397,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
584911,Phường Bùi Hữu Nghĩa,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
585134,Phường An Khánh,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,2,0,40,0
586654,Phường Hưng Thạnh,CRG,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,81818,6,0,40,0
583527,Phường Long Tuyền,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,172727,0,1,40,0
585259,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,7,81818,1,0,72,0
587853,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,1,1,72,0
584117,Phường Xuân Khánh,NKU,Fiber,0,2,1,1,0,1,1,0,1,0,0,7,154545,0,0,40,0
664670,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,81818,0,0,72,0
670175,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,1,0,72,0
666102,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,50000,0,0,72,0
668720,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,4,0,2,50000,0,1,72,0
664901,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,50000,1,0,66,0
664975,TT Thới Lai,TLI,MyTV,0,3,0,0,0,0,0,0,0,2,0,3,81818,0,0,70,0
664530,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,4,0,4,50000,3,0,72,0
664405,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,50000,1,0,72,0
671166,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,3,0,2,50000,0,0,72,0
666833,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,81818,0,0,72,0
664889,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,0,0,66,0
588360,Phường Tân Lộc,TNT,MyTV,0,3,0,0,0,0,1,0,1,0,0,6,50000,0,1,72,0
657763,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,1,0,1,3,0,5,50000,0,0,70,0
589583,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
657059,Phường An Cư,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,0,1,64,0
627414,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,81818,0,0,72,0
657886,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,3,1,72,0
657264,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
587800,Phường Thới Thuận,TNT,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,36363,4,0,60,0
640846,Thị Trấn Phong Điền,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,72,0
656152,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,4,1,59,0
585901,Xã Đông Bình,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,81818,0,0,70,0
659172,Phường An Cư,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,0,1,72,0
589799,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,9,0,72,0
585329,Phường Thới An Đông,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
587561,Phường Tân An,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,7,81818,0,1,72,0
658850,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,1,0,1,3,0,5,50000,0,0,70,0
658999,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,61,0
659993,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,2,1,70,0
585158,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
661052,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,1,72,0
587691,Phường Thới Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,6,0,7,50000,1,0,72,0
585112,Phường Thới An,OMN,MyTV,0,2,2,1,0,1,0,0,0,0,0,7,81818,0,0,60,0
590228,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,2,0,70,0
589815,Xã Thới Tân,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
661845,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
585447,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,50000,2,0,72,0
584961,Phường Bùi Hữu Nghĩa,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,68182,0,0,72,0
586553,Phường An Khánh,NKU,Fiber,0,3,0,0,0,0,1,0,1,0,0,7,177272,0,0,40,0
661228,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
640825,Phường An Cư,NKU,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,81818,3,0,72,0
587276,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,0,0,72,0
627420,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,70,0
653592,Xã Thới Tân,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,1,0,72,0
610466,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,2,0,72,0
627799,TT Vĩnh Thạnh,VTA,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,1,0,72,0
655420,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
585538,Phường Cái Khế,NKU,Fiber,1,4,0,0,0,0,1,0,1,0,0,6,236363,0,0,88,0
585918,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40,0
658009,Phường Xuân Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
657925,Phường Trường Lạc,OMN,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,81818,0,0,72,0
657799,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
657892,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,1,0,72,0
658540,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,0,0,0,3,0,5,50000,1,0,72,0
658843,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,1,72,0
658229,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
585768,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,7,50000,1,0,72,0
659603,Xã Trường Long,PDN,MyTV,0,3,0,0,0,0,0,0,0,1,0,4,50000,0,0,70,0
657757,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,1,0,72,0
659045,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,4,0,5,50000,0,0,70,0
585975,Phường Tân An,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,4,0,40,0
610417,Xã Thạnh Lợi,VTA,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,81818,4,0,72,0
657515,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,2,0,66,0
585616,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,81818,0,0,66,0
659006,Phường An Phú,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,36363,4,0,72,0
585107,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
657726,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,81818,6,0,64,0
659162,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,0,1,72,0
660602,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,2,1,59,0
585288,Phường Hưng Lợi,NKU,MyTV,0,2,1,1,0,1,0,0,0,0,0,6,81818,0,1,37,0
587130,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,7,0,40,0
585214,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,57000,0,0,40,0
589653,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,9,0,64,0
585634,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,1,0,40,0
627665,Xã Trường Xuân,TLI,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,70,0
589513,Phường Trường Lạc,OMN,MyTV,0,4,0,0,0,0,0,0,0,0,0,6,81818,0,0,72,0
661622,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,1,0,0,0,4,50000,0,0,72,0
585526,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,5,0,7,50000,0,0,66,0
587322,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,0,0,60,0
659248,Xã Thạnh Lộc,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,5,0,66,0
661339,Xã Trường Xuân B,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,62,0
588953,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,81818,0,0,72,0
586648,Xã Nhơn Nghĩa,PDN,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,150000,0,0,40,0
660251,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,3,0,4,68182,0,0,70,0
660279,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,68182,0,0,66,0
616180,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,6,0,72,0
586556,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,50000,1,0,64,0
661247,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,57000,0,0,72,0
661069,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,72,0
660955,Xã Trung An,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,72,0
658107,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,64,0
616410,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,66,0
604921,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,1,62,0
606045,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,64,0
589951,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,1,70,0
588901,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
653591,Xã Thới Tân,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
654269,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,57000,0,1,70,0
654753,Phường Trường Lạc,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,81818,2,0,61,0
659075,Phường Thới Hòa,OMN,MyTV,0,5,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
658840,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,81818,0,1,72,0
659946,Xã Mỹ Khánh,PDN,MyTV,0,3,0,0,0,0,0,0,0,3,0,4,50000,0,0,72,0
584970,Phường An Phú,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,6,154545,0,0,37,0
654579,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
658015,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,68182,1,0,72,0
653799,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
654197,Phường Bình Thuỷ,BTY,MyTV,0,3,0,0,0,0,0,0,0,2,0,5,50000,0,0,66,0
584121,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
589596,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,5,0,70,0
589916,Phường An Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
595957,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
654180,Phường Thường Thạnh,CRG,Fiber,0,3,0,0,0,0,0,0,0,0,0,5,154545,0,0,72,0
616326,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,72,0
587227,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,0,1,72,0
656201,Phường Thới Bình,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
640789,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,1,0,72,0
589073,Phường Tân Phú,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,40,0
656644,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,1,0,1,0,5,57000,1,1,72,0
655120,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,3,0,72,0
589303,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,2,0,72,0
661030,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,1,72,0
660200,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,2,0,61,0
595995,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,6,0,72,0
609287,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,11,0,72,0
660230,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,4,0,72,0
587818,Phường Phước Thới,OMN,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,50000,0,0,72,0
658228,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
588319,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,1,0,1,0,0,6,81818,3,0,72,0
584969,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
584971,Phường An Phú,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,37,0
585014,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,82000,7,0,60,0
585117,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,0,0,0,3,0,7,81818,1,0,72,0
585389,Phường Lê Bình,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,4,1,40,0
585421,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,7,50000,1,0,40,0
585449,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,1,0,1,0,7,81818,0,0,66,0
585721,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,4,0,72,0
589213,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
674450,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,66,0
667608,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,50000,0,1,59,0
672776,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,66,0
663096,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
664737,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,3,50000,5,0,72,0
669271,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,0,1,66,0
664655,Phường Thới Thuận,TNT,Fiber,0,5,0,0,0,0,1,0,1,1,0,4,154545,0,0,72,0
673540,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,66,0
674718,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,64,0
666675,Xã Thới Đông,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,81818,0,0,72,0
673383,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,50000,0,0,72,0
665549,Phường Hưng Phú,CRG,MyTV,1,4,0,0,0,0,1,0,1,0,0,3,68182,4,0,80,0
668685,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,81818,1,0,72,0
668922,Phường Lê Bình,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,68182,0,0,72,0
667937,Phường Thới Thuận,TNT,Fiber,1,5,0,0,0,0,1,0,1,2,0,2,545454,0,1,80,0
673950,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,72,0
673900,Xã Trung Thạnh,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,68182,0,0,72,0
665512,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,3,50000,1,0,72,0
665610,Phường Thường Thạnh,CRG,MyTV,0,4,0,0,0,0,1,0,1,2,0,3,68182,1,0,72,0
673109,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72,0
664447,Phường Bùi Hữu Nghĩa,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,3,1,72,0
672648,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,68182,0,1,72,0
669951,Xã Thạnh Quới,VTA,MyTV,0,2,1,1,0,1,1,0,1,0,0,2,81818,2,0,61,0
672736,Phường Xuân Khánh,NKU,Fiber,1,3,0,0,0,0,0,0,0,0,0,1,172727,0,0,96,0
673106,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72,0
672652,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,68182,0,0,72,0
674734,Phường Thới An Đông,BTY,MyTV,0,3,0,0,0,0,0,0,0,2,0,0,81818,0,0,72,0
670503,Phường Xuân Khánh,NKU,Fiber,1,12,0,0,0,0,1,0,1,0,0,2,154545,0,0,80,0
673287,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,70,0
670465,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,0,0,72,0
662887,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,81818,4,0,72,0
669743,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,81818,0,0,66,0
671808,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,81818,0,0,61,0
662337,Phường Hưng Phú,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,50000,1,1,72,0
674789,Phường Xuân Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,0,50000,0,0,72,0
664862,Phường An Cư,NKU,MyTV,0,5,0,0,0,0,0,0,0,0,0,3,50000,5,0,72,0
668244,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,68182,0,0,72,0
668961,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,36363,1,0,72,0
673557,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,49,0
664266,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,72,0
675007,Phường Tân Lộc,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,0,50000,0,0,72,0
667987,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,81818,2,0,72,0
674960,Phường Tân Lộc,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,0,36363,0,0,72,0
673790,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,81818,0,0,72,0
667227,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,50000,0,0,70,0
672606,Xã Thới Hưng,CDO,MyTV,0,5,0,0,0,0,0,0,0,0,0,1,36363,0,0,72,0
662974,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,3,0,66,0
666786,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,68182,0,0,64,0
589785,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,0,0,72,0
657082,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,81818,7,0,72,0
599683,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,72,0
589022,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,1,0,64,0
653737,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,81818,0,0,72,0
653918,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,59,0
585280,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40,0
655700,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,81818,0,0,72,0
655406,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,7,0,72,0
589076,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,5,1,72,0
654740,Phường Trà Nóc,BTY,MyTV,1,7,0,0,0,0,0,0,0,5,0,5,50000,8,0,96,0
589395,Xã Trung Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,70,0
658408,Phường An Phú,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,50000,3,0,72,0
658422,Phường Hưng Phú,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,36363,0,0,72,0
589853,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,60,0
590105,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,0,71,0
585108,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,68182,4,0,66,0
588914,Phường An Cư,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
658707,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
658704,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,72,0
585790,Phường Bình Thuỷ,BTY,Fiber,1,5,0,0,0,0,1,0,1,0,0,7,236363,0,0,64,0
589222,Phường Trung Kiên,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,36363,1,0,72,0
588867,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,2,1,72,0
